24/05/04 17:33:39 | INFO | root | Reading sequences from /work/ratul1/curwen/Lanmodulin-data/fasta/Half_designs.fasta
24/05/04 17:33:39 | INFO | root | Loaded 525 sequences from /work/ratul1/curwen/Lanmodulin-data/fasta/Half_designs.fasta
24/05/04 17:33:39 | INFO | root | Loading model
24/05/04 17:34:14 | INFO | root | Starting Predictions
24/05/04 17:34:20 | INFO | root | Predicted structure for 300_(ef4,ef2)_(WP_024878302-1,WP_244536190-1)|('WP_024878302-1', 'head')|('WP_024878302-1', 'ef4')|('WP_024878302-1', 'linker1')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'tail') with length 57, pLDDT 86.3, pTM 0.728 in 0.3s (amortized, batch size 17). 1 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 421_(ef1,ef3)_(WP_243969199-1,WP_048445733-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 62, pLDDT 81.2, pTM 0.670 in 0.2s (amortized, batch size 16). 355 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 422_(ef1,ef3)_(WP_243969199-1,WP_147081983-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 62, pLDDT 78.9, pTM 0.630 in 0.2s (amortized, batch size 16). 356 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 423_(ef1,ef3)_(WP_243969199-1,WP_091858554-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 62, pLDDT 80.4, pTM 0.639 in 0.2s (amortized, batch size 16). 357 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 424_(ef1,ef3)_(WP_243969199-1,WP_147080767-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 62, pLDDT 80.9, pTM 0.667 in 0.2s (amortized, batch size 16). 358 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 426_(ef1,ef3)_(WP_243969199-1,WP_012453714-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 62, pLDDT 80.7, pTM 0.660 in 0.2s (amortized, batch size 16). 359 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 428_(ef1,ef3)_(WP_243969199-1,WP_003601797-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 62, pLDDT 80.7, pTM 0.660 in 0.2s (amortized, batch size 16). 360 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 429_(ef1,ef3)_(WP_243969199-1,WP_026016174-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 62, pLDDT 77.9, pTM 0.633 in 0.2s (amortized, batch size 16). 361 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 430_(ef1,ef3)_(WP_243969199-1,WP_074826049-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 62, pLDDT 79.1, pTM 0.651 in 0.2s (amortized, batch size 16). 362 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 431_(ef1,ef3)_(WP_243969199-1,MCJ2031403-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 62, pLDDT 80.7, pTM 0.660 in 0.2s (amortized, batch size 16). 363 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 432_(ef1,ef3)_(WP_243969199-1,WP_238256066-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 62, pLDDT 80.7, pTM 0.660 in 0.2s (amortized, batch size 16). 364 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 433_(ef1,ef3)_(WP_243969199-1,WP_231346494-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 62, pLDDT 80.7, pTM 0.660 in 0.2s (amortized, batch size 16). 365 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 434_(ef1,ef3)_(WP_243969199-1,OLB71496-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 62, pLDDT 80.9, pTM 0.681 in 0.2s (amortized, batch size 16). 366 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 481_(ef4,ef3)_(WP_244027711-1,WP_048445733-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 62, pLDDT 82.3, pTM 0.679 in 0.2s (amortized, batch size 16). 367 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 482_(ef4,ef3)_(WP_244027711-1,WP_147081983-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 62, pLDDT 83.3, pTM 0.673 in 0.2s (amortized, batch size 16). 368 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 483_(ef4,ef3)_(WP_244027711-1,WP_091858554-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 62, pLDDT 81.4, pTM 0.643 in 0.2s (amortized, batch size 16). 369 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 484_(ef4,ef3)_(WP_244027711-1,WP_147080767-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 62, pLDDT 82.8, pTM 0.685 in 0.2s (amortized, batch size 16). 370 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 486_(ef4,ef3)_(WP_244027711-1,WP_012453714-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 62, pLDDT 83.4, pTM 0.678 in 0.2s (amortized, batch size 16). 371 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 488_(ef4,ef3)_(WP_244027711-1,WP_003601797-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 62, pLDDT 83.4, pTM 0.678 in 0.2s (amortized, batch size 16). 372 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 489_(ef4,ef3)_(WP_244027711-1,WP_026016174-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 62, pLDDT 81.7, pTM 0.674 in 0.2s (amortized, batch size 16). 373 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 490_(ef4,ef3)_(WP_244027711-1,WP_074826049-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 62, pLDDT 81.7, pTM 0.681 in 0.2s (amortized, batch size 16). 374 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 491_(ef4,ef3)_(WP_244027711-1,MCJ2031403-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 62, pLDDT 83.4, pTM 0.678 in 0.2s (amortized, batch size 16). 375 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 492_(ef4,ef3)_(WP_244027711-1,WP_238256066-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 62, pLDDT 83.4, pTM 0.678 in 0.2s (amortized, batch size 16). 376 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 493_(ef4,ef3)_(WP_244027711-1,WP_231346494-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 62, pLDDT 83.4, pTM 0.678 in 0.2s (amortized, batch size 16). 377 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 494_(ef4,ef3)_(WP_244027711-1,OLB71496-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 62, pLDDT 81.7, pTM 0.672 in 0.2s (amortized, batch size 16). 378 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 1_(ef2,ef3)_(WP_244536190-1,WP_048445733-1)|('WP_244536190-1', 'head')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'linker2')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 63, pLDDT 68.4, pTM 0.488 in 0.2s (amortized, batch size 16). 379 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 2_(ef2,ef3)_(WP_244536190-1,WP_147081983-1)|('WP_244536190-1', 'head')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'linker2')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 63, pLDDT 68.2, pTM 0.441 in 0.2s (amortized, batch size 16). 380 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 3_(ef2,ef3)_(WP_244536190-1,WP_091858554-1)|('WP_244536190-1', 'head')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'linker2')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 63, pLDDT 71.3, pTM 0.505 in 0.2s (amortized, batch size 16). 381 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 4_(ef2,ef3)_(WP_244536190-1,WP_147080767-1)|('WP_244536190-1', 'head')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'linker2')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 63, pLDDT 68.5, pTM 0.492 in 0.2s (amortized, batch size 16). 382 / 525 completed.
24/05/04 17:35:23 | INFO | root | Predicted structure for 6_(ef2,ef3)_(WP_244536190-1,WP_012453714-1)|('WP_244536190-1', 'head')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'linker2')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 63, pLDDT 69.2, pTM 0.482 in 0.2s (amortized, batch size 16). 383 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 8_(ef2,ef3)_(WP_244536190-1,WP_003601797-1)|('WP_244536190-1', 'head')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'linker2')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 63, pLDDT 69.2, pTM 0.482 in 0.2s (amortized, batch size 16). 384 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 9_(ef2,ef3)_(WP_244536190-1,WP_026016174-1)|('WP_244536190-1', 'head')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'linker2')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 63, pLDDT 69.5, pTM 0.508 in 0.2s (amortized, batch size 16). 385 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 10_(ef2,ef3)_(WP_244536190-1,WP_074826049-1)|('WP_244536190-1', 'head')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'linker2')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 63, pLDDT 71.5, pTM 0.540 in 0.2s (amortized, batch size 16). 386 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 11_(ef2,ef3)_(WP_244536190-1,MCJ2031403-1)|('WP_244536190-1', 'head')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'linker2')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 63, pLDDT 69.2, pTM 0.482 in 0.2s (amortized, batch size 16). 387 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 12_(ef2,ef3)_(WP_244536190-1,WP_238256066-1)|('WP_244536190-1', 'head')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'linker2')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 63, pLDDT 69.2, pTM 0.482 in 0.2s (amortized, batch size 16). 388 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 13_(ef2,ef3)_(WP_244536190-1,WP_231346494-1)|('WP_244536190-1', 'head')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'linker2')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 63, pLDDT 69.2, pTM 0.482 in 0.2s (amortized, batch size 16). 389 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 14_(ef2,ef3)_(WP_244536190-1,OLB71496-1)|('WP_244536190-1', 'head')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'linker2')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 63, pLDDT 70.5, pTM 0.509 in 0.2s (amortized, batch size 16). 390 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 76_(ef2,ef3)_(WP_183506314-1,WP_048445733-1)|('WP_183506314-1', 'head')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'linker2')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 63, pLDDT 73.5, pTM 0.500 in 0.2s (amortized, batch size 16). 391 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 77_(ef2,ef3)_(WP_183506314-1,WP_147081983-1)|('WP_183506314-1', 'head')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'linker2')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 63, pLDDT 75.3, pTM 0.569 in 0.2s (amortized, batch size 16). 392 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 78_(ef2,ef3)_(WP_183506314-1,WP_091858554-1)|('WP_183506314-1', 'head')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'linker2')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 63, pLDDT 72.3, pTM 0.472 in 0.2s (amortized, batch size 16). 393 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 79_(ef2,ef3)_(WP_183506314-1,WP_147080767-1)|('WP_183506314-1', 'head')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'linker2')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 63, pLDDT 74.6, pTM 0.555 in 0.2s (amortized, batch size 16). 394 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 81_(ef2,ef3)_(WP_183506314-1,WP_012453714-1)|('WP_183506314-1', 'head')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'linker2')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 63, pLDDT 72.3, pTM 0.477 in 0.2s (amortized, batch size 16). 395 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 83_(ef2,ef3)_(WP_183506314-1,WP_003601797-1)|('WP_183506314-1', 'head')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'linker2')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 63, pLDDT 72.3, pTM 0.477 in 0.2s (amortized, batch size 16). 396 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 84_(ef2,ef3)_(WP_183506314-1,WP_026016174-1)|('WP_183506314-1', 'head')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'linker2')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 63, pLDDT 72.1, pTM 0.535 in 0.2s (amortized, batch size 16). 397 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 85_(ef2,ef3)_(WP_183506314-1,WP_074826049-1)|('WP_183506314-1', 'head')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'linker2')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 63, pLDDT 75.5, pTM 0.581 in 0.2s (amortized, batch size 16). 398 / 525 completed.
24/05/04 17:35:26 | INFO | root | Predicted structure for 86_(ef2,ef3)_(WP_183506314-1,MCJ2031403-1)|('WP_183506314-1', 'head')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'linker2')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 63, pLDDT 72.3, pTM 0.477 in 0.2s (amortized, batch size 16). 399 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 87_(ef2,ef3)_(WP_183506314-1,WP_238256066-1)|('WP_183506314-1', 'head')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'linker2')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 63, pLDDT 72.3, pTM 0.477 in 0.2s (amortized, batch size 16). 400 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 88_(ef2,ef3)_(WP_183506314-1,WP_231346494-1)|('WP_183506314-1', 'head')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'linker2')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 63, pLDDT 72.3, pTM 0.477 in 0.2s (amortized, batch size 16). 401 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 89_(ef2,ef3)_(WP_183506314-1,OLB71496-1)|('WP_183506314-1', 'head')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'linker2')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 63, pLDDT 73.4, pTM 0.577 in 0.2s (amortized, batch size 16). 402 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 91_(ef2,ef3)_(WP_092036464-1,WP_048445733-1)|('WP_092036464-1', 'head')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'linker2')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 63, pLDDT 63.9, pTM 0.469 in 0.2s (amortized, batch size 16). 403 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 92_(ef2,ef3)_(WP_092036464-1,WP_147081983-1)|('WP_092036464-1', 'head')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'linker2')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 63, pLDDT 65.1, pTM 0.439 in 0.2s (amortized, batch size 16). 404 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 93_(ef2,ef3)_(WP_092036464-1,WP_091858554-1)|('WP_092036464-1', 'head')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'linker2')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 63, pLDDT 69.0, pTM 0.538 in 0.2s (amortized, batch size 16). 405 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 94_(ef2,ef3)_(WP_092036464-1,WP_147080767-1)|('WP_092036464-1', 'head')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'linker2')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 63, pLDDT 68.8, pTM 0.580 in 0.2s (amortized, batch size 16). 406 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 96_(ef2,ef3)_(WP_092036464-1,WP_012453714-1)|('WP_092036464-1', 'head')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'linker2')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 63, pLDDT 65.6, pTM 0.447 in 0.2s (amortized, batch size 16). 407 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 98_(ef2,ef3)_(WP_092036464-1,WP_003601797-1)|('WP_092036464-1', 'head')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'linker2')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 63, pLDDT 65.6, pTM 0.447 in 0.2s (amortized, batch size 16). 408 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 99_(ef2,ef3)_(WP_092036464-1,WP_026016174-1)|('WP_092036464-1', 'head')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'linker2')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 63, pLDDT 66.4, pTM 0.561 in 0.2s (amortized, batch size 16). 409 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 100_(ef2,ef3)_(WP_092036464-1,WP_074826049-1)|('WP_092036464-1', 'head')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'linker2')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 63, pLDDT 63.6, pTM 0.417 in 0.2s (amortized, batch size 16). 410 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 101_(ef2,ef3)_(WP_092036464-1,MCJ2031403-1)|('WP_092036464-1', 'head')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'linker2')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 63, pLDDT 65.6, pTM 0.447 in 0.2s (amortized, batch size 16). 411 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 102_(ef2,ef3)_(WP_092036464-1,WP_238256066-1)|('WP_092036464-1', 'head')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'linker2')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 63, pLDDT 65.6, pTM 0.447 in 0.2s (amortized, batch size 16). 412 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 103_(ef2,ef3)_(WP_092036464-1,WP_231346494-1)|('WP_092036464-1', 'head')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'linker2')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 63, pLDDT 65.6, pTM 0.447 in 0.2s (amortized, batch size 16). 413 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 104_(ef2,ef3)_(WP_092036464-1,OLB71496-1)|('WP_092036464-1', 'head')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'linker2')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 63, pLDDT 67.3, pTM 0.464 in 0.2s (amortized, batch size 16). 414 / 525 completed.
24/05/04 17:35:29 | INFO | root | Predicted structure for 135_(ef2,ef3)_(WP_024519214-1,MBV9520790-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('MBV9520790-1', 'ef3')|('MBV9520790-1', 'tail') with length 63, pLDDT 74.1, pTM 0.567 in 0.2s (amortized, batch size 16). 415 / 525 completed.
24/05/04 17:35:32 | INFO | root | Predicted structure for 142_(ef2,ef3)_(WP_024519214-1,MBV8427531-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('MBV8427531-1', 'ef3')|('MBV8427531-1', 'tail') with length 63, pLDDT 80.0, pTM 0.745 in 0.2s (amortized, batch size 16). 416 / 525 completed.
24/05/04 17:35:32 | INFO | root | Predicted structure for 181_(ef2,ef3)_(WP_238286702-1,WP_048445733-1)|('WP_238286702-1', 'head')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'linker2')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 63, pLDDT 63.8, pTM 0.459 in 0.2s (amortized, batch size 16). 417 / 525 completed.
24/05/04 17:35:32 | INFO | root | Predicted structure for 182_(ef2,ef3)_(WP_238286702-1,WP_147081983-1)|('WP_238286702-1', 'head')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'linker2')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 63, pLDDT 68.1, pTM 0.509 in 0.2s (amortized, batch size 16). 418 / 525 completed.
24/05/04 17:35:32 | INFO | root | Predicted structure for 183_(ef2,ef3)_(WP_238286702-1,WP_091858554-1)|('WP_238286702-1', 'head')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'linker2')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 63, pLDDT 67.3, pTM 0.443 in 0.2s (amortized, batch size 16). 419 / 525 completed.
24/05/04 17:35:32 | INFO | root | Predicted structure for 184_(ef2,ef3)_(WP_238286702-1,WP_147080767-1)|('WP_238286702-1', 'head')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'linker2')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 63, pLDDT 64.8, pTM 0.419 in 0.2s (amortized, batch size 16). 420 / 525 completed.
24/05/04 17:35:32 | INFO | root | Predicted structure for 186_(ef2,ef3)_(WP_238286702-1,WP_012453714-1)|('WP_238286702-1', 'head')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'linker2')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 63, pLDDT 63.5, pTM 0.439 in 0.2s (amortized, batch size 16). 421 / 525 completed.
24/05/04 17:35:32 | INFO | root | Predicted structure for 188_(ef2,ef3)_(WP_238286702-1,WP_003601797-1)|('WP_238286702-1', 'head')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'linker2')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 63, pLDDT 63.5, pTM 0.439 in 0.2s (amortized, batch size 16). 422 / 525 completed.
24/05/04 17:35:32 | INFO | root | Predicted structure for 189_(ef2,ef3)_(WP_238286702-1,WP_026016174-1)|('WP_238286702-1', 'head')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'linker2')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 63, pLDDT 63.2, pTM 0.439 in 0.2s (amortized, batch size 16). 423 / 525 completed.
24/05/04 17:35:32 | INFO | root | Predicted structure for 190_(ef2,ef3)_(WP_238286702-1,WP_074826049-1)|('WP_238286702-1', 'head')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'linker2')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 63, pLDDT 64.9, pTM 0.427 in 0.2s (amortized, batch size 16). 424 / 525 completed.
24/05/04 17:35:32 | INFO | root | Predicted structure for 191_(ef2,ef3)_(WP_238286702-1,MCJ2031403-1)|('WP_238286702-1', 'head')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'linker2')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 63, pLDDT 63.5, pTM 0.439 in 0.2s (amortized, batch size 16). 425 / 525 completed.
